X,Y,OBJECTID,KC_Fac_FID,F_Name,F_Type,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType
-122.016618774238,47.422279582109,151,977,Grass Field,Seasonal Soccer Field,Lake Francis Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.178361972146,47.3162870785543,152,198,LH Ballfield #1,Baseball Field,Lea Hill Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City
-122.178437622035,47.3154668695156,153,197,LH Ballfield #2,Baseball Field,Lea Hill Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City
-122.176750318741,47.3168803380182,154,217,Tennis Court #2,Tennis Court,Lea Hill Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City
-122.176970408077,47.3168896848975,155,216,Tennis Court #1,Tennis Court,Lea Hill Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City
-121.972761026842,47.4010347601181,156,961,Ballfield #1,Baseball Field,Levdansky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.972359392515,47.4004123158972,157,967,Seasonal Soccer Field,Seasonal Soccer Field,Levdansky Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.091030220314,47.4537282663132,158,948,Ballfield #1,Baseball Field,Maple Valley Heights Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.180997469895,47.3952224054325,159,73,NM Ballfield #1,Baseball Field,North Meridian Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City
-122.180708555044,47.3949426900288,160,63,NM Ballfield #2,Baseball Field,North Meridian Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City
-122.055855756963,47.6262407255601,161,358,Ballfield #1,Baseball Field,East Sammamish Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City
-122.055809099118,47.626071594845,162,359,Ballfield #2,Baseball Field,East Sammamish Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City
-122.056496525266,47.6266115734174,163,370,Grass Soccer Field #3,Soccer Field,East Sammamish Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City
-122.05508178806,47.6241549760765,164,371,Tennis Court,Tennis Court,East Sammamish Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City
-122.054896488555,47.6241604470245,165,372,Tennis Court,Tennis Court,East Sammamish Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City
-122.054448799244,47.3320424760632,166,3513,KL Ballfield #1,Baseball Field,Kentlake Athletic Fields,Other Site,Other School District,School District,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.052857799741,47.3325688151615,167,3514,KL Ballfield #2,Baseball Field,Kentlake Athletic Fields,Other Site,Other School District,School District,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.053157545382,47.332074415784,168,3515,KL Soccer Field,Soccer Field,Kentlake Athletic Fields,Other Site,Other School District,School District,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.986155154557,47.7207633459867,169,1870,Ballfield,Baseball Field,Duvall Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-121.986819195342,47.7211274877763,170,1876,Seasonal Soccer Field,Seasonal Soccer Field,Duvall Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.274201582804,47.2938486404936,171,134,LG Grass Fld #2,Open Play Field,Lake Geneva Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.275684226896,47.2937469054583,172,132,LG Grass Fld #1,Soccer Field,Lake Geneva Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.277031769724,47.2940444939004,173,133,LG Open Area,Soccer Field,Lake Geneva Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.231580651945,47.7398506499418,174,1091,Sign,Sign,Moorlands Park,Park Site,City of Kenmore,City,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.056140927592,47.6426120683256,175,400,NE Sammamish Neighborhood Tennis Court,Tennis Court,Northeast Sammamish Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City
-122.055918339274,47.6426144585505,176,401,Tennis Court,Tennis Court,Northeast Sammamish Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City
-122.056469509095,47.6426461570732,177,395,Multi-Purpose Court,Multi-Purpose Court,Northeast Sammamish Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City
-122.056360201112,47.64250858074,178,397,Play Equipment Area,Play Equipment Area,Northeast Sammamish Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City
-122.146126504076,47.7355930718467,179,1078,Baseball Field,Baseball Field,Northshore Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.144789681488,47.7353718423491,180,1747,Baseball Field,Baseball Field,Northshore Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.144153255913,47.7352837844911,181,1077,Baseball Field,Baseball Field,Northshore Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.144147215637,47.7348569030669,182,1076,Baseball Field,Baseball Field,Northshore Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.144743958342,47.7348450042385,183,1075,Baseball Field,Baseball Field,Northshore Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.144282179255,47.7339069598109,184,1080,Baseball Field,Baseball Field,Northshore Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.144628070251,47.7339090269524,185,1079,Baseball Field,Baseball Field,Northshore Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.141388234747,47.7070402903728,186,516,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.140453199515,47.7070739864337,187,610,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.139465395692,47.7070393651086,188,654,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.138546505255,47.7070384061532,189,657,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.137593303241,47.7070263438904,190,660,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.141481573734,47.7060170177592,191,515,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.140511667508,47.7060166574969,192,609,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.139474297817,47.7060400333821,193,653,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.138571570608,47.7060044297641,194,656,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.137567353852,47.7059929543183,195,659,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.141488701757,47.7049487914125,196,349,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.140570137182,47.7049593284272,197,517,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.139582951029,47.7049476729251,198,652,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.13847669308,47.7049373749114,199,655,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.137642894342,47.7049354321294,200,658,Soccer Field,Soccer Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,Lake Washington Youth Soccer Association,City,Lake Washington Youth Soccer Association,City
-122.141508175989,47.7030419876024,201,3398,South-West Field,Open Play Field,Sixty Acres Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks
-122.342511934877,47.4979565524491,202,1595,Open Play Field,Open Play Field,Salmon Creek Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City
